Robert Mandracchia,Binghamton University,30:29.9,121.78
Stephen Porter,Pennsylvania State University,30:32.2,121.32
Sean Capper,Pennsylvania State University,30:32.8,121.20
Stephen Porter,Pennsylvania State University,30:33.5,121.06
Jonathan Choiniere,University of Connecticut,30:34.3,120.90
Ethan Seltzer,Cornell University,30:35.4,120.68
John Cassidy,University of Connecticut,30:36.7,120.42
Kevin Moynihan,University of Connecticut,30:37.4,120.28
Sully Gassmann,George Washington University,30:39.7,119.82
Jeremy Bravo,Rutgers University,30:40.3,119.70
Colin Pritchard,Binghamton University,30:41.4,119.48
Adam Kasle,University of Connecticut,30:42.2,119.32
Dan Cooksey,George Washington University,30:46.6,118.44
Adam Heislein,University of Connecticut,30:49.0,117.96
Alex Washesky,Pennsylvania State University,30:50.0,117.76
Zachary Blanco,Rutgers University,30:52.4,117.28
Keaton Cintorino,George Mason University,31:03.1,115.14
Austin Bradley,St. John's University,31:07.0,114.36
Ryan Born,Pennsylvania State University,31:07.6,114.24
William Johnson,University of Pennsylvania,31:09.3,113.90
Connor O'Brien,Rutgers University,31:13.0,113.16
Michael Whitmore,Princeton University,31:14.0,112.96
Toto Kwok,Pennsylvania State University,31:14.9,112.78
Bailey Backal,Rutgers University,31:25.0,110.76
Matthew Casne,Pennsylvania State University,31:26.3,110.50
Thomas Ryba,University of Maryland - Baltimore County,31:26.9,110.38
Michael Citrenbaum,Pennsylvania State University,31:30.7,109.62
Zachary Martinez,George Washington University,31:34.7,108.82
Tyler Sanders,American University,31:39.2,107.92
Tim Bouchard,University of Delaware,31:41.8,107.40
Andrew Stockwell,Pennsylvania State University,31:46.2,106.52
Andrew Redlund,University of Connecticut,31:47.3,106.30
Stephen Yaeger,Georgetown University,31:48.4,106.08
Cameron Tracy,University of Connecticut,31:50.4,105.68
Nick Smith,Cornell University,31:50.9,105.58
Dan Ng,Pennsylvania State University,31:51.5,105.46
Samuel Clemens,University of Maryland - Baltimore County,31:52.4,105.28
Zach Adler,University of Connecticut,31:53.5,105.06
Bailey Choy,Binghamton University,31:57.6,104.24
AJ Darling,Binghamton University,32:10.9,101.58
Dylan Abate,University of Connecticut,32:12.6,101.24
Benjamin Rakowski,University of Connecticut,32:13.8,101.00
Jonas Peschel,University of Pennsylvania,32:24.2,98.92
Ryan Dunn,George Washington University,32:26.0,98.56
Joseph Gasparini,St. John's University,32:26.8,98.40
Christopher Painter,Pennsylvania State University,32:28.0,98.16
Peter Johnston,Georgetown University,32:29.9,97.78
Joseph Di Schiavi,St. John's University,32:33.1,97.14
Robert Frants,Georgetown University,32:34.1,96.94
Jamison Mercurio,Princeton University,32:36.7,96.42
Joshua Factor,University of Connecticut,32:39.0,95.96
Kevin Fitzgerald,University of Connecticut,32:44.2,94.92
Zach Margiotta,Binghamton University,32:45.0,94.76
Gallin Zach,Georgetown University,32:48.4,94.08
Andrew Vaughn,Cornell University,32:51.0,93.56
Joseph Wanat,Pennsylvania State University,32:53.7,93.02
Joshua Lam,Pennsylvania State University,32:55.5,92.66
Alexander Vetre,University of Connecticut,33:07.5,90.26
Johnny Forde,University of Pennsylvania,33:11.0,89.56
Ramses Long,University of Maryland - Baltimore County,33:13.2,89.12
Danny Iadanza,Binghamton University,33:14.7,88.82
Johnathan Davis,Binghamton University,33:37.0,84.36
Andrew Slysh,Pennsylvania State University,33:44.9,82.78
Christopher Eguizabal,St. John's University,33:48.1,82.14
Cameron Beene,Georgetown University,33:48.7,82.02
Koby Frank,University of Pennsylvania,33:49.9,81.78
Kiet Vo,Pennsylvania State University,33:50.6,81.64
William Zhou,St. John's University,33:51.2,81.52
Julian Dean,Princeton University,33:55.6,80.64
Drew Bezca,Rutgers University,34:06.9,78.38
nirmal nandi,University of Maryland - Baltimore County,34:09.8,77.80
Richard Linkous,University of Maryland - Baltimore County,34:10.8,77.60
Bryan Karas,Georgetown University,34:12.1,77.34
Christian Jocham,Pennsylvania State University,34:16.7,76.42
John-Baptist Kauzya,Rutgers University,34:20.5,75.66
Jake Bianca,University of Connecticut,34:22.7,75.22
Sandberg Davidson Rune,Cornell University,34:31.1,73.54
Craig Oliver,American University,34:37.9,72.18
Keith Ferguson,University of Maryland - Baltimore County,34:38.2,72.12
Wolfgang Wallach,University of Connecticut,34:38.7,72.02
Kyle Patzwahl,George Washington University,34:39.2,71.92
Justin Drew,University of Maryland - Baltimore County,34:40.7,71.62
Richard Tyrrell,American University,34:41.8,71.40
Fahim Nousad,St. John's University,34:43.4,71.08
Yonathan Mengesha,St. John's University,34:47.7,70.22
Peter Maino,St. John's University,34:51.4,69.48
Oliver Probst,George Washington University,35:05.1,66.74
Andrew Bowling,University of Maryland - Baltimore County,35:08.0,66.16
Isaac Gritz,George Washington University,35:09.5,65.86
Joseph Adler,Binghamton University,35:12.9,65.18
John Baldino,University of Connecticut,35:46.1,58.54
Tirik Ford,George Mason University,35:52.2,57.32
Paul Jakobovic,Rutgers University,36:01.2,55.52
Andrew Crane,Georgetown University,36:20.7,51.62
Connor Carey,Pennsylvania State University,36:45.8,46.60
Thomas Washington,George Mason University,37:26.0,38.56
Thomas Marino,Pennsylvania State University,37:26.3,38.50
Beau Baiocchi,George Washington University,37:28.5,38.06
Robert Losee,University of Connecticut,37:35.5,36.66
Donovan Flood,Cornell University,37:44.4,34.88
Rory Ronan,Georgetown University,37:46.1,34.54
Alex Huburt,University of Maryland - Baltimore County,38:03.0,31.16
Michael Marsh,Georgetown University,38:11.9,29.38
Tannysen Ser,University of Maryland - Baltimore County,38:14.0,28.96
Tanner Kurtul,Binghamton University,38:41.0,23.56
Joseph Politano,George Washington University,38:53.1,21.14
Alexis Rodriguez-Morfin,University of Maryland - Baltimore County,39:27.5,14.26
Matthew Whitmoyer,George Washington University,40:17.3,4.30
Jason Schuler,University of Maryland - Baltimore County,40:25.0,2.76
John Guarino,American University,40:49.9,-2.22
Brendan Schroeder,St. John's University,43:49.7,-38.18
Ifunanya Nwogbaga,Princeton University,43:54.5,-39.14
